textDisplay,label_manual
"Gw kerja di PT Kayu legal logging lokasi di gunungmas kalteng memang setiap hari siang-malam, pohon besar ditumbang setiap harinya selama puluhan tahun baik oleh PT maupun warga sekitar gila-gilaan menebang pohon",0
"Pertanyaannya sekarang orang yang buat rumah kaca dan sibuk membuat asap pabrik terus, gak ada kompensasi ke Kalimantan sedangkan orang kita yang sibuk menjaga hutan mereka sibuk mencemari alam? KOCAK. APA UNTUNGNYA SEMUA ITU!!!!!",0
"Saya asli orang jogja,,merantau di kalimantan sejak tahun 2005.. aduh saya sekarang benar2 menangis yg dulu kalimantan yg begitu perkasa dengan pohon pohon yg begitu besar hutan yg begitu luas..gara gara tambang dan sawit kalimantan jadi hancur..satwa satwa liar menjadi hilang..",0
"Ijin tanya bang, usaha tambang dan sawit ini pemilik sebagai pelaku nya itu orang asli kalimantan, orang di luar kalimantan, atau dari kalangan pemerintah?",0
"​@@warior1195 kalo sawit sih bang yg sya dengar dari beberapa orang yg kerja, banyaknya milik pejabat2, mantan bupati, mantan walikota, mantan gubernur. Rakyat biasa juga punya tapi kalah luas.<br>Kalo dr luar wilayah saya kurang tau.",0
"Monggo di coba dulu telen 10juta dolar per minggu, baru bicara satwa liar dan kebun hijau ya",0
"@@Rodenthood KAU TELEN 10JT ATAU PUN LEBIH DRI ITU,HIDUP SESEORANG BERAPA LAMA DAN MAKAN KENYANG SEBERAPA ? TOH ALAM RUSAK MANUSIA JGA AKAN MUSNAH",0
"@@Rodenthood sifat manuisa itu rakus,gunungpun mau di makan,walau ngak akan muat...dan semua kerakusan itu jga akhirnya akan ngak jdi apa2,manusia itu cma bagian dri alam ...apapun yg di makan,di minum,di hirup ..rusak maka manusianya pun akan rusak,tanpa menyadarinya",0
Bentar lagi jd kota metropolitan... karena ibukota pindah... pembangunan akan masiv dan hutan2 akan hilang...pabrik2 di bangun....pikir sendiri ya,0
Rezim skrng makin parah,0
Batalin saja bikin IKN di wilayah Yg tdk bnyk bacot.. di sumatera atau sulawesi ..,0
Yang dikota kota besar sih enak buat narasi perusakan hutan<br>Ga sadar kota yang ditinggali saat ini dulunya hutan dan penuh satwa liar 😏,0
Bahas plumpang min... Bahas kok yg sdh&quot; ditayangin tipi luar...,1
Pemerintah mana peduli dengan lingkungan selama investor bisa mengisi kantong kantong pejabat.,0
kebun sawit bisa memproduksi sekitar 18 ton oksigen/hektar/tahun<br>dibandingkan dengan hutan tropis hny 7 ton oksigen/hektar/tahun,0
"Blom nonton videonya bang?, emisi karbonnya juga gede dan tanahnya jadi gabisa ditanami tumbuhan lain, jadi kebon sawit bakal homogen, tolong lihat dampak buruknya lebih parah",0
"@@muhammadraffizakaria2548  just saying, ada risetnya juga itu...<br><br>btw aku dah nonton kok. untuk buka lahan sawit mmg melepas bnyk karbon, tp setidaknya ditanami tumbuhan lagi, sawit, yg bisa hasilkan oksigen bahkan lebih dari 2x yang dihasilkan hutan tropis. dan krna ditanami tumbuhan lagi, pelan-pelan karbon akan diserap lagi walau perlu waktu lama dan ga akan sama kyk hutan tropis. menurutku yang lebih merusak tambang. ketika komoditinya abis, mereka biasanya ninggalin site begitu aja. jgnkan reboisasi, lubang galian ga ditimbun.<br><br>memang pro kontra si sawit dan tambang ini. sisi baiknya mereka punya lapangan pekerjaan baru di sana, memanfaatkan potensi kekayaan alam, even sawit yg ternyata bisa menghasilkan oksigen yg ga kalah dgn yang dihasilkan hutan tropis.<br>sisi buruknya, keanekaragaman hayati berkurang apalagi kalau di hutan yg ditebang ada spesies langka. terus habitat hewan di hutan jadi hilang. blm lagi masalah sosial, masyarakat yg menggantungkan hidupnya ke hutan.<br><br>lagian, kalo terus menerus koar2 masalah lingkungan, hutan ditebang, emgnya itu jawa dulunya bukan hutan ya? langsung bnyk gedung?<br>malah ketika jawa overcrowd terus pada migrasi ke luar jawa, di daerah2 ttp akan buka lahan juga buat hunian, buat sawah, kebun. bedanya yg sawit sm tambang ini dilakukan perusahaan.",1
Menurutku sih pelaku usaha sawit dan tambang ini sudah melebihi batas bro. Kok sampe banjir besar gini.,0
​@@dadarmwndeforestasi hutan di Jawa tidak begitu masif begoooo.. Hutan di Jawa tidak begitu luas!! Kalimantan itu lebih luas daripada Pulau Jawa,0
"@@TheRolldone bener sih, udah melampau kalo sampe banjir nya meluas kyk gini",0
"CUKUP ANEH..SATU KALIMANTAN MUNGKIN SATU NEGARA RIBUT GARA GARA KALIMANTAN DISEBUT TEMPAT JIN BUANG ANAK,DAN SEMUANYA SEOLAH DIAM DAN BUTA KETIKA TEMPATNYA SENDIRI DIBABAD ORANG ORANG RAKUS YG JELAS JELAS MERUSAK LINGKUNGANYA SENDIRI !",0
"Ya tidak aneh, buktinya dia yg nyebut begitu divonis bersalah. Yg cukup aneh itu ada komentar di sini yg mirip2lah dg komen mu tiba2 hilang, entah krn terhapus atau dihapus",0
"Kalimantan kan Hutan jgn lupa disitu juga banyak Sungai² nya bagus lagi, tapi sekarang bisa dijadikan utk menyelundupkan barang ilegal disungai sungai",0
Innalilahi,0
Wahai masyarakat kalimantan sadarlah kalian..kalimantan salah satu paru paru dunia jgn sampai rusak ..klo sampai rusak pasti banyak bencana kedepanya..longsor dan banjir..yg menikmati keuntungan dikalimantan cuma sebagian orang tapi klo dah rusakasyarakat kalimantan sndiri yg rugi !,0
2023,1
min jangan hanya bahas hutan di kalimantan aja. bahas jg hutan2 yg ada di indonesia.,1
Katanya dijual orang jawa.....<br><br>Padahal yang Tinggal di sono orang Kalimantan....<br><br>Ini negara apa penjajahan?,0
Masa Bodo sama RI........Emangnya gua Pikirin.,0
"Dari mulai hari ini jgn bilang lagi paru paru Dunia,,karena kerusakan sudah terjadi tahun ke tahun pemerintah ke pemerintah tak ada perbaikan.",0
"Bung Karno bilang imperialisme tidak mati,",1
"apa lagi pembakaran hutan tiap tahun. jadinya di kalimantan ada musim tambahan yaitu musim kabut, hasil asap pembakaran hutan.",0
"Baru ibukota ke Kalimantan juga, rusak sudah semua, macet dmna&quot;, tolong ke papua aj ibukota dong",0
Welcome to Ikn Mimpi buruk akan datang cepat atau lambat.,0
"Gpp, manusia semakin banyak populasinya, alam akan menyeimbangkan semua, bencana lah penyeimbangnya",0
"Sya yang berada dijawa turut prihatin,,tetapi setelah mendengar ibu kota mw pindah ke kalimantan,,saya jadi senang ,,akhirnya akan ada sedikit iring&quot;an pejabat dg mobil mewahnya dijalan ini..",0
"Mereka menyuruh bangsa kita untuk menjaga oksigen,,sedangkan mereka memproduksi penghasil karbon dg gencarnya dan menjual ke kita,,mereka sehatkah??",0
"Sebagai warga kalimantan kami harus siap menyandang berbagai konsekuensi yg terjadi disini. Hutan yg hilang, lubang tambang terbuka dan berbagai aktifitas serakah manusia lain. Yg kaya hanya segelintir, tapi semua masyarakat menjadi terdampak.",0
manusia jawa. sbntr lg kalimantan di penuhi dengan manusia jawa,0
"​@@Brian-qj4kk kamu maunya gimana?? Gk boleh ada kebun sawit??gk boleh ada tambang?? Yakin gk di demo rakyat Kalimantan??<br><br>Soal IKN,rakyat Kalimantan juga mayoritas mendukung.",2
"​​​​@@Brian-qj4kk penduduk pulau jawa itu jauh lebih besar dari penduduk suku jawa itu sendiri, artinya banyak pendatang dari luar jawa yang mencari hidup di pulau jawa,dan kita baik baik saja.",1
"Jangan diam pak, lawan kalau anda merasa warga kalimantan asli dan tempat leluhur anda ada disana, jaga hutan jaga masa depan",0
"@@Brian-qj4kk wkwk nyalahin suku lain, karena udah hopeless dan helpless sama keadaan di kalimantan. Nikmatin gih, mumpung masih ada. Kan bentar lagi jadi pulau ribuan kolam renang, eh kolam tambang 🤣 logika dipake, kalo itu tanah lo, ya lo yg nentuin. Kok seneng banget sama pertikaian sosial, daripada ngelawan oligarki. Kebanyakan hirup asap kebakaran, jadi otaknya agak geser 😫",0
"Mantap semoga Makin maju Kalimantan, biar kayak Jawa Yang hutan udah habis buat Rumah penduduk",0
"Gue sebagai warga negara yang gak tinggal di Kalimantan kira kira bisa bantu apa ya, please sedih gue liatnya. Pengen kontribusi juga.",1
"Salah satunya dgn cara teliti pilih pemimpin. Karena kebijakan2 yg luas dampaknya itu, termasuk lingkungan, mereka yg mengesahkan.",1
"Kurangi penggunaan minyak goreng, listrik, gas, kertas, tisu",1
"Anak ingusan juga tahu kalo DEFORESTASI itu buruk, kelestarian hutan patut dijaga. <br><br>Tapi masalah di dunia nyata kan bukan hanya soal menjaga kelestarian hutan, tapi memajukan bangsa, mensejahterakan masyarakat. Ibarat koin dengan dua sisi, PERKEMBANGAN MANUSIA PASTI AKAN MENIMBULKAN KERUSAKAN ALAM. TITIK.<br><br>Mari satukan suara, Biarkan hutan Kalimantan lestari tak tersentuh, dengan konsekuensi tidak ada pembangunan, soal masyarakatnya miskin dan terbelakang, ya sebodo amat itu konsekuensinya. ATAU, mari bangun Kalimantan dengan mengorbankan alam sementara, suatu saat nanti setelah maju dan sejahtera dan punya uang, manusia secara naluri akan berpikir tentang kelestarian alam, dan perlahan memperbaiki dan menerapkan system yg lebih ramah lingkungan. <br><br>Lihat Eropa, apa mereka selalu bersih dan menjaga alam? Wkwkwkwk ... KAGAK!!! Justru mereka inilah penyebab bumi hancur setelah ratusan tahun membabat alamnya sendiri, dan juga alam di negara lain lewat penjajahan. Dan sekarang mereka punya duit untuk berlagak suci, pongah dengan system dan teknologi yg mereka ciptakan yang terlalu mahal untuk diterapkan di negara berkembang manapun di dunia, termasuk Indonesia. <br><br>Ingat, ga semua negara akan menjadi negara maju sampe kapanpun. Banyak yg akan stuck tertahan jadi sapi perah negara lain yg lebih maju. Apakah itu Indonesia? Bisa jadi, kalo terlalu nurutin apapun idealisme negara Barat.",1
"Lihat nasib India vs Cina. India yg dulu lebih kaya, sekarang ga ada apa apanya dibanding Cina. Itulah akibat terlalu lembek, dan nurut apapun perintah negara lain.",1
Banjir di mana2 yang disalahin hujan,0
"Jangan terlalu banyak omong ntar salah ngomong bisa kena pidana ITE.<br>Ingat sebagai rakyat nurut saja,, otoriter berkedok demokrasi😂😂😂",1
Sekalian dibuka aja perusahaan2 dan elite2 pemilik konsensi tsb. Paling orangnya itu2 aja,0
Kekayaan alam negeri ini dijual cuma2 utk segelintir makhluk tamak harta,0
Saya berharap perusahaan tambang dan sawit bangkrut,1
Emang tujuan awal gitu jangan heran,1
Fix ini mah diserang abis budzer rp,1
Bagaimana deforesasi untuk transmigrasi ??,1
"dulu klo mau kerumah kluarga bisa sampe 6/7 jam sekitar tahun 2010-2015 an, sekarang bisa smpe 4/5 jam doang. terus dulu sepinggiran jalan rays itu kebanyakan hutan, sekarang udh hampir semua pinggir jalan di Kalimantan di isi oleh, kebun sawit, kebun karet &amp; ada juga pertambangan.<br>info lokasi (banjarbaru - batulicin 2010-2015)",0
Saya warga asli kalimantan aku ga pernah merasakan banjir lama banjir besar dari kecil tapi beberapa tahun terakhir banjir tinggi sampe menenggelam kn rumah dulu ga pernah kaya gini,0
"Jangan diam, lawan dan konservasi!",1
Pembangunan tu bagus malah akan mudah di dilhat spt malaysia tu ke pelosok tahu siapa yang melakukan pembalakan kalau aksesnya sulit mudah kecolongan ilegal loging dan pemwrintah pusat lebih dekat dengan hutan kalimantan,0
"puluhan tahun cuma buat cari duid masalah ini sama bule, realisasinya ngak ada. seandainya ada pun uang yang cair cuma 1%.",1
Rezim itu ngertinya cuan.,1
gini amat jadi WNI,0
"Hutan di rusak oleh rezim s1 kehutanan, ugm pula<br><br>Masih yakin dg pdip di 2024. Ingat klw ganjar (sampai saat ini yg ketahuan yg katanya se jalan dg jkw). Tolong jgn pilih ganjar krn kaya jkw deh",0
Halah... Dari dulu juga kalimantan sering banjir ( jangan bangga kalo di sebut paru-paru duania ) tapi negara&quot; Maju mana pernah memikirkan paru&quot;dunia... Mereka malah lebih gila merusak alam... ( kalian sangat bodoh menghujat negara sendiri ) untuk memanfaatkan negarax sendiri... Tapi diam ketika negara lain seperti fripot merusak irian sampai sekarang,0
"Bahas juga min, gunung emas papua di jual ke amrerika oleh cendana",1
PERUSAKAN HUTAN..Hasil Kerja sama PENJAJAH BERAMBUT HITAM dgn KERAJAAN luar angkasa..,0
Hutan amazon kalimantan sudah diforestisasi demi ekonomi,0
Kasihan warga Kalimantan<br><br>Miskin warganya<br><br>Derita pulak hutannya dihabisi<br><br>Selamat yak<br><br>Udah resiko bergabung sama Indonesia,0
"hutan ku rusak langit ku bocor , udara yang ku hisap tercemar , makanan yang ku makan racun",0
Ayok free child,1
@@agateslate7939 ayok gk punya anak ???,1
"<i>Kalimantan tersiksa menderita selama pulohan tahun, disisihkan dari SDM, infrastruktur dan pembangunan, padahal selain hasil kayu kalimantan memiliki kekayaan sumberdaya alam diantaranya minyak dan gas bumi, batubara, dan berbagai bahan tambang lainnya, namun semua hasil kekayaan itu dikeluarkan untuk mengembangkan tanah Jawa, sebuah diskriminasi yang sangat kejam.</i>",0
"Gw selalu bermimpi , nunggu orang ada yang bisa ciptain penyakit mematikan, orang kaya atau orang miskin kena🤔 intinya ngurangin populasi, bukan hanya di Indonesia tapi di seluruh dunia 🤔 terlalu banyak manusia terlalu banyak kerusakan yang di ciptakan, karena pada dasarnya manusia itu sifat nya serakah tamak akan sesuatu 🤭🤔 jadi mau gimanapun selama manusia nya banyak kerusakan bakal terus ada 🤔",0
"@poison baca statment gw jelas2 mas🤔 gw gak pernah nyuruh orang untuk bunuh diri atau merugikan sendiri, gw cuman bilang nunggu orang yang bisa ciptain penyakit, bukan nyuruh orang untuk bunuh diri, atau merugikan diri sendiri 🤔",0
@poison lah ngurangin populasi dengan bunuh diri 🤔 emang ada statment gua ngurangin populasi dengan bunuh diri 🤭 pake otaknya lagi yah 🤭 kalo mau debat biar keliatan pinter🤭 statment gw aja lu gak bisa nangkep&quot; 🤭🤔 wkwk adakah kata2 gw bunuh diri untuk ngurangin populasi 🤔 ayo otaknya di pake lagi 🤭,0
"@poison apa racunin wkwkwk 🤭🤔 yang bilang suruh racunin orang2 buat bunuh diri siapa om, 🤔 adakah statment gw nyuruh orang racunin orang buat bunuh diri wkwk, kocak 🤔 tolong lu aja gak bisa jelasin mana statment gw suruh bunuh diri wkwkkw 🤔 jelas2 point gw bukan nyuruh orang bunuh diri untuk ngurangin populasi 🤔 adakah statment gw nyuruh orang untuk bunuh diri?🤔 Ada gak bro? Mana jelasin jangan loncat2 kemana2 dari statement gw kwkwk 🤔",0
"Berapa banyak KITA menggunakan Kertas, Tisu sehari? Berapa banyak sering kita menggunakan Listrik, dan BBM?",0
Berapa tuh bang?,1
Kalau alih ke sumber energi terbaru mau gak? Tapi harganya lebih mahal dari sumber energi alam,1
Berapa liter kita gunakan minyak goreng untuk masak?,1
Masih banyak hutan kok...<br><br><br><br><br><br>Hutan sawit....,1
Hhh,1
Dak apa apa... Yang penting kan kerja kerja kerja... Ndak apa2 ... Biar aja ini tim narasi bikin berita,1
"Narasi, bisa tahu nggak siapa saja &quot;raja hutan&quot; yg makin kaya raya hingga saat ini? Bagus juga tuh diwawancarai...<br>Kalau cuma gundul, itu blm cukup. Bumi itu dikeruk. Cobalah lihat dari atas pesawat yg terbang di atas Xmantan berapa banyak danau aneka warna.",0
"mau sebesar apa upayanya, gabakal bisa nyelamatin hutan kalimantan karena keserakahan",0
Sedih nonton beritanya 😢,1
Pak Jokowi adalah nasionalis yang tidak memiliki jiwanya dan tidak memiliki konsep bernegara yang jelas.,0
ditambah dengan program IKN nanti,1
Innalillahi wainnailaihi rojiun,0
Jgn bebani Kalimantan dgn paru-paru dunia.,1
Mau gak dibebani bagaimana wong emang luasan hutannya termasuk paling gede kok. Piye kamu ni,0
@@abdurrahmanmuhammadfikrira6994 ok kalau gitu kita gak butuh pendatang yg hanya nongol jadi pengemis kota🤫,0
saya orang kalimatan selatan kabupatin tabalong banyak banget tambang elegal..yg se enak nya tebang pohon untuk tambang batu bara al hasil hujan seharian banjir di kebupatin tatangga ....,0
"Kini semakin parah yang kami rasakan,setiap hujan..bisa dipastikan sungai² meluap dan banjir.Itu belum dimusim hujan, apalagi musim hujan.",0
Betul Kalimantan sangat miris.. Lihatlah tambang tambang bagaimana cara mereka kerja.. Beratus ratus di garu.. Tp tidak di baut apa apa.. Jelas lah.. Kalimantan rentan banjir...,0
Jangan Lupa kalau ada pemimpin negara yang sekarang sedang obral izin di IKN sampai ratusan tahun. Hutan kalimantan yang dulu jadi kebanggaan untuk masyarakat adat dan sebagai tempat berbagai satwa liar sekarang sedang diobral!,0
"Oh kadrun, komen miring",1
@@juliusmartinnahak376 👈pemuja kolor,1
Hahahahhaahahahaha..mentri kehutanan dan lingkungan hidup kemana ya...???<br>Yuk jadikan salah satu atau dua pulau atau bahkan 10pulau hutan lindung diindonesia..,0
Lah pemerintah daerah dan wakil rakyat hasil pemilu di kalimantan bijimana 😅😅😅,1
Pemerintahlah pelaku utamanya yg memberikan ijin perkebunan dan pertambangan.ujung2 yg di salahkan masyrakat juga padahal pemerintah secara sadar yg merusak kawasan hutan.degan skala besar,0
Eropa dan negara2 industrialis kapitalis enak banget.. Merka yg jor2an buat gas emisi industri selama ratusan tahun kita yg di kalimantan disuruh menyimpan karbon nya .. Ktimbanf hancur ya hancurkan sklian ni bumi...,0
"Suka banget sama narasi yang ngenalin narasumber nya siapa dan pekerjaan nya apa, bahkan ditunjukkan juga beberapa paper yang dia teliti sehingga yang menonton tau bahwa ahli yang sedang di dengarkan benar-benar kredibel",0
Jagan sampai ibu kota pindah banjir nya juga pindah,0
Pak minta tolong itu tambang batu bara kan merusak hutan,0
Mbok yo orang2 rakus atas nama ekonomi harus di hukum mati..selalu merusak saja kelakuanya..aseng ini jiwa jiwanya rakus2..,0
"yg hanya peduli soal ngehasilin uang tutup mata sama akibatnya, meng-anying",0
"Nubuat Raja Putih Charles James Brooke (1915)<br><br><br>“Kumohon dengarkanlah kata-kataku ini dan ingatlah baik-baik….<br><br>Akan tiba saatnya, ketika aku sudah tidak disini lagi, orang lain akan<br>datang terus-menerus dengan senyum dan kelemah-lembutan, untuk merampas apa yang sesungguhnya hakmu yakni tanah dimana kamu tinggal, sumber penghasilanmu, dan bahkan makanan yang ada di mulutmu.<br><br>Kalian akan kehilangan hak kalian yang turun-temurun, dirampas oleh orang asing dan para spekulan yang pada gilirannya akan menjadi para tuan dan pemilik, sedangkan kalian, hai anak-anak negeri ini, akan disingkirkan dan tidak akan menjadi apapun kecuali menjadi para kuli dan orang buangan di pulau ini”.<br>(Charles James Brooke – The White Rajah of Sarawak : 1915)",0
Turunnya harga cpO dan terjadinya pandemi C-19 menjadi &quot;momentum&quot; terbitnya aturan MINERBA dalam UU Cipta Kerja.,1
hutan ku rusak...langit ku bocor...udara yang ku hirup..racun..air ku tercemar...hijau..hijau..hijau ku..tinggal kenangan...,0
"Peduli apa naruto sebagai mantan tukang mebel masalah deforestasi hutan di konoha, orang investor boruto juga kan masih ruang lingkup si pembakar hutan",0
Pemimpinnya loyooo,1
The real Keserakahan Umat Manusia,0
Positif thinking bukan seluruh umat manusia. Mungkin hanya segelintir manusia serakah lagi kesurupan iblis yang kebetulan lagi berkuasa,0
Dan kalian dukung ikn,1
POHON DI MONAS DI TEBANG GEGER........... 24 JAM TERIAK KENCENG........ <br><br>POHON DI KALIMANTAN DI TEBANG DIAM MEMBISU DENGAN ALASAN PEMBANGUNAN.............,0
Ironi ga sih? <br><br>Upaya pemerintah untuk membangun IKN Nusantara di Kalimantan dengan niatan menghindari bencana alam di Jakarta malah ikut serta menimbulkan bencana alam juga di Kalimantan. Itu sama saja memindah pusat kota ditambah membawa dampak buruknya. <br><br>Jadi ingat dengan pemenang PKM GFT 2022 yang bahas isu IKN dan dampak deforestasi disertai gagasan solutif. Semoga dipertimbangkan lagi ide cerdas mereka (pembuat PKM).,0
Luar biasa pemerintah 🙏,1
Kalau gak ilegal petugas yang kasih ijin dengan mudahnya yang pastinya kasih duit lah 2 milyar behh apa apa jadi lancar yang ilegal jadi legal enak bener ya,1
Semua demi cuan,0
Jokowi pengrusak hutan. Makan tuh investasi.,0
Soeharto dan sby tidak pernah merusak hutan apa?,0
Dayak Kalimantan apa kalian tidak tergerak dengan langkah teman teman OPM ?,1
Mereka masih punya jiwa nasionalisme yg tinggi,0
Yang nanam era bapak SBY ehhh yang manen tukang kayu.,0
Iseng buka maps riau.. Ternyata kebun sawit nya amat sangat luas,0
Sebagai orang kalimantan mengsedih,0
Seberapa banyak hutan yg ditebang<br>Di pulau Jawa dan pulau lainya,0
Dataran tinggi harusnya di larang untuk sawit cukup di dataran yg rendah saja,0
"Di pelajaran sekolah padahal sudah dipelajari masalah menjaga alam. <br><br>Tapi entah kenapa saya merasa, banyak orang yg punya jabatan tinggi tapi seperti tidak pernah sekolah.",0
Andaikan presidennya dari pdip atau psi maka hutan kalimantan akan terjaga agar tetap asri.<br>Ya kan,0
adakah yg memelihara &quot;kambing hitam&quot;🤔,1
SAYA!!,1
"Kalo ada yg senang KALIMANTAN jadi IKN mending pikirin dulu deh,gw aja yg di IBUKOTA udah puyeng,berisik,polusi,sampah dan kejahatan merajalela...",0
"Jangan samain jakarta dengan kalimantan lah,populasinya aja beda jauh",0
"Klo kejahatan sih gw jamin gak bakalan semasif di Jawa bang. Tapi klo bentrok antar suku, gw bisa jamin itu 1000%. 🤣",0
"@@JustNormalManInTheWorldpahamin dulu kata2 gw baru koment,emang sapa yg bilang jakarta sama ama kalimantan 🤣🤣🤣",0
"@@SebatasAsumsi bisa jadi bang,kaya peristiwa yg dulu ya 😅",0
"@@mancing_liar_jakarta Lah tadi anda bilang &quot;Gw aja yg udh di IBUKOTA udah puyeng,berisik,polusi,sampah,dan kejahatan merarela&quot; emangnya anda pikir kalimantan kyk Ibukota jakarta gitu?",0
Ya sudahhh .. jangan di ulangi lagi,0
"Di dikte sama negara maju, gempur pakai riset dan sejenis, di sisi lain, ya mereka juga penikmat emisi karbon. <br><br>Kalau sekedar masyarakat buka lahan sawit lah wajar, mau makan apa, Ini para koorporasi datangin alat berat dan macam2.<br><br>Masyarakat paling punya hak milik lahan sedikit, itu tu, para bos punya lahan luas2, harusnya yang harus disorot aktif ya mereka lah.",0
"bangun ikn, bikin tambang, bikin kebun sawit, bikin food estae, hutan dibabat secara besar2an, semakin parak krisis iklim. juga kayunya juga lari kemana ya?",0
Aku sudah paham kenapa semakin banyak manusia maka alam akan semakin terbabat. Makasih narasi atas infonya,1
Makanya program pemerintah &quot;2 anak cukup&quot; itu udah bener. Tapi banyak yg ga bisa nahan urgensi menambah beba- maksud saya jumlah anggota keluarga,0
"@@warior1195 ga papa katakan saja manusia menjadi beban lingkungan, itu sudah faktanya melihat situasi modern sekarang. manusia harus &quot;puasa&quot; agar ekosistem memulihkan diri.",0
"@@EKSONMEDIA jangan diucapkan secara gamblang bang, banyak kaum kaum mudah sakit hati soalnya",0
"@@warior1195 banyak populasi kalau gak rakus ya gak akan merusak, sedikitpun kalau rakus ya hancur. intinya di nafsu kerakusan manusia",0
Jangan lupa bos kalimantan selatan juga,0
nonton video jadi merinding betapa panasnya masa depan akibat ulah tangan manusia-manusia,0
"Makanya yg pintar blm tentu benar ,apalagi berbuat sesuatu di dorong oleh dan siasat belaka bukan hidayahadri Alloh swt",0
"Selamat tinggal orang dayak paling dayak, kami hanya bisa memelas sedih saja. Aku harap kalian selalu sehat, anak campuran dayak yang tidak paham akan merusak rumah leluhur. Kisah ini seperti di film avatar saja.",0
selamat tinggal jg hutan di tempat mu sana. masih syukur hutan kalimantan masih ada. coba liat di pulau jawa sana apa hutannya masih seluas hutan di kalimantan? atau sdh habis di jadikan lahan perkebunan jg?,0
​@@edomaja8630sebentar lagi Kalimantan akan sama menjadi Jakarta setelah IKN jadi,0
😢😢,1
Tradisi masarakat kalimantan buka ladang berpindah tebang hutan sesuka nya udah kena musibah pemerintah yg di salahkan berfikirlah yang rasional.,0
"Ladang berpindah sudah dilakukan sejak dahulu tidak hanya di Kalimantan. Ladang berpindah itu sudah dilakukan masyarakat Kalimantan oleh masyarakat adat yg mata pencahariannya berladang, kalau menebang pohon pun hanya seperlunya karena tanah, sungai, dan hutan adl 3 elemen penting yg memungkinkan seseorang hidup sbg masyarakat adat tsb. Coba anda bandingkan Kalimantan yg dahulu yg masyarakatnya nomaden dg Kalimantan sekarang, lebih hijau mana, lebih hijau Kalimantan yg dahulukah atau yg sekarang? Dan jika yg anda maksud musibah adl bencana ekologi lalu apa penyebabnya? <br><br>Masyarakat adat Kalimantan berladang dari membuka lahan hingga panen ada aturan yg harus ditaati. Lahannya juga tidak luas tidak sampai ribuan hektar. Sistem perladangan dari masyarakat ini berladang di lahan lain utk memberi kesempatan lahan lama yg nantinya akan mereka ladangi lagi. Sistem perladangan tsb secara teratur menyebabkan hutan subur berkelanjutan. Setelah panen ladang ditanami pohon seperti karet, rotan, buah dll dan lahan tsb akan berubah menjadi hutan kembali. <br><br>Bicara mengenai hutan, namun tidak anti kemajuan. Negara-negara maju pun memiliki hutan seperti Australia, AS, Kanada, Finlandia dll. Kita berharap negara Indonesia maju sejahtera dan semoga terwujud. Namun jangan sampai sebaliknya, negara belum maju sejahtera dan hutan pun lenyap",0
"Perkuat penegakan hukum kehutanan utk menjaga/melindungi serta melestarikan hutan terutama hutan alami, hutan lindung, hutan suaka alam, hutan konservasi, hutan adat dan sahkan RUU masyarakat adat",0
"Percuma klian debat ini itu,dan sbgainya ,daerah itu cuma nurut sm pusat,kalo smpai membantah resikonya nya lebih besar😄😄😄,kan kalian sendiri jg yg bilang mendukung pembangunan demi kemajuan bangsa dan negara,toh sekarang sudah terlambat,nasi sudah menjadi bubur,kalo soal tambang warga Kalimantan sendiri jg yg menambang",0
"yuk bisa yuk kembali ke jaman batu,kita ckup tinggal dihutan berburu sj bila ingin mkan. hbis itu tidur. indahnya hidup",0
Ku hancurkan alamku. <br>Untuk energi masa depan dunia. <br><br>- Pertambangan,0
Selqma hokage memimpin konoha ini Kalimantan jarang banjir malah jadi langganan banjir,0
"Tenang aja, nanti IKN pindah tambah parah kok 🤣",0
Kyknya gk akan<br>Karna IKN udah ngambil di daerah yg hutannya sudah habis sejak 2010😁,0
Siapp dukung 3 periode 🤣,2
"Sudahlah narasi tolong beritanya di sesuaikan dengan prestasi pemerintah ya, jangan mengorek2 kekurangan proyek2 pemerintah terus 🤭🤭🤭",0
"YNTKTS sambil cengengesan.,..",1
warga gk makan minyak sawit..warga gk makan hasil tambang...tp warga makan dri hasil alam...ikan sungai...kini sdh direnggut pemerintah sendiri...meski sdh di renggut dipaksa byar pajak...yg akhirnya di korupsi sendiri sma pemerintah jg..,0
Yang demo minyak goreng mahal siapa dan dimana ya..?,1
"Tapi seperti pisau bermata dua, kalo gak buka hutan mata pencaharian masyarakat kebanyakan dari hutan, kalo di buka ya resikonya bencana dll🙄",0
Berau tempat lahir ku dan tempat aku besar,0
"Agak merasa aneh sih, saat terjadi global warming serasa Indonesia lah paling salah.<br><br>Jarang-jarang tuh bahas negara yang lebih besar. China, Amerika, Brazil. Media menggiring opini seakan Indonesia lah paling bersalah dengan cara tidak menampilkan data lengkap seluruh dunia.<br><br>Seakan-akan jika Indonesia berubah maka seluruh dunia akan baik-baik saja.<br><br>Saya yakin ini media Independen tapi bijak lah agar tidak dimanfaatkan negara yang lebih besar untuk menutupi kesalahan mereka.",0
Apa yang bisa saya lakukan ?<br><br>Sebagai pelajar,0
"Pohonnya ditebang, tambangnya dikeruk. Hutan dibakar, rakyat sesak nafas, terus ditanami sawit oleh konglomerat. Pas dapat duit, disimpan dlm bentuk valuta asing atau simpan di luar negeri. Sebagian pajak gak masuk kas negara karna sudah bermain dgn aparat pajak. Sedangkan pegawai pajak byk yg korup. Terus kapan rakyat dapat makmurnya??? Dapat susah terus iya.",0
Asli 😢,1
