textDisplay,label_manual,cleaned_text
"bangun ikn, bikin tambang, bikin kebun sawit, bikin food estae, hutan dibabat secara besar2an, semakin parak krisis iklim. juga kayunya juga lari kemana ya?",0,bangun ikn bikin tambang bikin kebun sawit bikin food estae hutan dibabat secara besaran semakin parak krisis iklim juga kayunya juga lari kemana ya
Aku sudah paham kenapa semakin banyak manusia maka alam akan semakin terbabat. Makasih narasi atas infonya,1,Aku sudah paham kenapa semakin banyak manusia maka alam akan semakin terbabat Makasih narasi atas infonya
Makanya program pemerintah &quot;2 anak cukup&quot; itu udah bener. Tapi banyak yg ga bisa nahan urgensi menambah beba- maksud saya jumlah anggota keluarga,0,Makanya program pemerintah quot anak cukupquot itu udah bener Tapi banyak yg ga bisa nahan urgensi menambah beba maksud saya jumlah anggota keluarga
"@@warior1195 ga papa katakan saja manusia menjadi beban lingkungan, itu sudah faktanya melihat situasi modern sekarang. manusia harus &quot;puasa&quot; agar ekosistem memulihkan diri.",0,warior ga papa katakan saja manusia menjadi beban lingkungan itu sudah faktanya melihat situasi modern sekarang manusia harus quotpuasaquot agar ekosistem memulihkan diri
"@@EKSONMEDIA jangan diucapkan secara gamblang bang, banyak kaum kaum mudah sakit hati soalnya",0,EKSONMEDIA jangan diucapkan secara gamblang bang banyak kaum kaum mudah sakit hati soalnya
"@@warior1195 banyak populasi kalau gak rakus ya gak akan merusak, sedikitpun kalau rakus ya hancur. intinya di nafsu kerakusan manusia",0,warior banyak populasi kalau gak rakus ya gak akan merusak sedikitpun kalau rakus ya hancur intinya di nafsu kerakusan manusia
Jangan lupa bos kalimantan selatan juga,0,Jangan lupa bos kalimantan selatan juga
nonton video jadi merinding betapa panasnya masa depan akibat ulah tangan manusia-manusia,0,nonton video jadi merinding betapa panasnya masa depan akibat ulah tangan manusiamanusia
"Makanya yg pintar blm tentu benar ,apalagi berbuat sesuatu di dorong oleh dan siasat belaka bukan hidayahadri Alloh swt",0,Makanya yg pintar blm tentu benar apalagi berbuat sesuatu di dorong oleh dan siasat belaka bukan hidayahadri Alloh swt
"Selamat tinggal orang dayak paling dayak, kami hanya bisa memelas sedih saja. Aku harap kalian selalu sehat, anak campuran dayak yang tidak paham akan merusak rumah leluhur. Kisah ini seperti di film avatar saja.",0,Selamat tinggal orang dayak paling dayak kami hanya bisa memelas sedih saja Aku harap kalian selalu sehat anak campuran dayak yang tidak paham akan merusak rumah leluhur Kisah ini seperti di film avatar saja
selamat tinggal jg hutan di tempat mu sana. masih syukur hutan kalimantan masih ada. coba liat di pulau jawa sana apa hutannya masih seluas hutan di kalimantan? atau sdh habis di jadikan lahan perkebunan jg?,0,selamat tinggal jg hutan di tempat mu sana masih syukur hutan kalimantan masih ada coba liat di pulau jawa sana apa hutannya masih seluas hutan di kalimantan atau sdh habis di jadikan lahan perkebunan jg
​@@edomaja8630sebentar lagi Kalimantan akan sama menjadi Jakarta setelah IKN jadi,0,edomajasebentar lagi Kalimantan akan sama menjadi Jakarta setelah IKN jadi
Tradisi masarakat kalimantan buka ladang berpindah tebang hutan sesuka nya udah kena musibah pemerintah yg di salahkan berfikirlah yang rasional.,0,Tradisi masarakat kalimantan buka ladang berpindah tebang hutan sesuka nya udah kena musibah pemerintah yg di salahkan berfikirlah yang rasional
"Ladang berpindah sudah dilakukan sejak dahulu tidak hanya di Kalimantan. Ladang berpindah itu sudah dilakukan masyarakat Kalimantan oleh masyarakat adat yg mata pencahariannya berladang, kalau menebang pohon pun hanya seperlunya karena tanah, sungai, dan hutan adl 3 elemen penting yg memungkinkan seseorang hidup sbg masyarakat adat tsb. Coba anda bandingkan Kalimantan yg dahulu yg masyarakatnya nomaden dg Kalimantan sekarang, lebih hijau mana, lebih hijau Kalimantan yg dahulukah atau yg sekarang? Dan jika yg anda maksud musibah adl bencana ekologi lalu apa penyebabnya? <br><br>Masyarakat adat Kalimantan berladang dari membuka lahan hingga panen ada aturan yg harus ditaati. Lahannya juga tidak luas tidak sampai ribuan hektar. Sistem perladangan dari masyarakat ini berladang di lahan lain utk memberi kesempatan lahan lama yg nantinya akan mereka ladangi lagi. Sistem perladangan tsb secara teratur menyebabkan hutan subur berkelanjutan. Setelah panen ladang ditanami pohon seperti karet, rotan, buah dll dan lahan tsb akan berubah menjadi hutan kembali. <br><br>Bicara mengenai hutan, namun tidak anti kemajuan. Negara-negara maju pun memiliki hutan seperti Australia, AS, Kanada, Finlandia dll. Kita berharap negara Indonesia maju sejahtera dan semoga terwujud. Namun jangan sampai sebaliknya, negara belum maju sejahtera dan hutan pun lenyap",0,Ladang berpindah sudah dilakukan sejak dahulu tidak hanya di Kalimantan Ladang berpindah itu sudah dilakukan masyarakat Kalimantan oleh masyarakat adat yg mata pencahariannya berladang kalau menebang pohon pun hanya seperlunya karena tanah sungai dan hutan adl elemen penting yg memungkinkan seseorang hidup sbg masyarakat adat tsb Coba anda bandingkan Kalimantan yg dahulu yg masyarakatnya nomaden dg Kalimantan sekarang lebih hijau mana lebih hijau Kalimantan yg dahulukah atau yg sekarang Dan jika yg anda maksud musibah adl bencana ekologi lalu apa penyebabnya Masyarakat adat Kalimantan berladang dari membuka lahan hingga panen ada aturan yg harus ditaati Lahannya juga tidak luas tidak sampai ribuan hektar Sistem perladangan dari masyarakat ini berladang di lahan lain utk memberi kesempatan lahan lama yg nantinya akan mereka ladangi lagi Sistem perladangan tsb secara teratur menyebabkan hutan subur berkelanjutan Setelah panen ladang ditanami pohon seperti karet rotan buah dll dan lahan tsb akan berubah menjadi hutan kembali Bicara mengenai hutan namun tidak anti kemajuan Negaranegara maju pun memiliki hutan seperti Australia AS Kanada Finlandia dll Kita berharap negara Indonesia maju sejahtera dan semoga terwujud Namun jangan sampai sebaliknya negara belum maju sejahtera dan hutan pun lenyap
"Perkuat penegakan hukum kehutanan utk menjaga/melindungi serta melestarikan hutan terutama hutan alami, hutan lindung, hutan suaka alam, hutan konservasi, hutan adat dan sahkan RUU masyarakat adat",0,Perkuat penegakan hukum kehutanan utk menjagamelindungi serta melestarikan hutan terutama hutan alami hutan lindung hutan suaka alam hutan konservasi hutan adat dan sahkan RUU masyarakat adat
"Percuma klian debat ini itu,dan sbgainya ,daerah itu cuma nurut sm pusat,kalo smpai membantah resikonya nya lebih besar😄😄😄,kan kalian sendiri jg yg bilang mendukung pembangunan demi kemajuan bangsa dan negara,toh sekarang sudah terlambat,nasi sudah menjadi bubur,kalo soal tambang warga Kalimantan sendiri jg yg menambang",0,Percuma klian debat ini itudan sbgainya daerah itu cuma nurut sm pusatkalo smpai membantah resikonya nya lebih besarkan kalian sendiri jg yg bilang mendukung pembangunan demi kemajuan bangsa dan negaratoh sekarang sudah terlambatnasi sudah menjadi buburkalo soal tambang warga Kalimantan sendiri jg yg menambang
"yuk bisa yuk kembali ke jaman batu,kita ckup tinggal dihutan berburu sj bila ingin mkan. hbis itu tidur. indahnya hidup",0,yuk bisa yuk kembali ke jaman batukita ckup tinggal dihutan berburu sj bila ingin mkan hbis itu tidur indahnya hidup
Ku hancurkan alamku. <br>Untuk energi masa depan dunia. <br><br>- Pertambangan,0,Ku hancurkan alamku Untuk energi masa depan dunia Pertambangan
Selqma hokage memimpin konoha ini Kalimantan jarang banjir malah jadi langganan banjir,0,Selqma hokage memimpin konoha ini Kalimantan jarang banjir malah jadi langganan banjir
"Tenang aja, nanti IKN pindah tambah parah kok 🤣",0,Tenang aja nanti IKN pindah tambah parah kok
Kyknya gk akan<br>Karna IKN udah ngambil di daerah yg hutannya sudah habis sejak 2010😁,0,Kyknya gk akanKarna IKN udah ngambil di daerah yg hutannya sudah habis sejak
Siapp dukung 3 periode 🤣,2,Siapp dukung periode
"Sudahlah narasi tolong beritanya di sesuaikan dengan prestasi pemerintah ya, jangan mengorek2 kekurangan proyek2 pemerintah terus 🤭🤭🤭",0,Sudahlah narasi tolong beritanya di sesuaikan dengan prestasi pemerintah ya jangan mengorek kekurangan proyek pemerintah terus
"YNTKTS sambil cengengesan.,..",1,YNTKTS sambil cengengesan
warga gk makan minyak sawit..warga gk makan hasil tambang...tp warga makan dri hasil alam...ikan sungai...kini sdh direnggut pemerintah sendiri...meski sdh di renggut dipaksa byar pajak...yg akhirnya di korupsi sendiri sma pemerintah jg..,0,warga gk makan minyak sawitwarga gk makan hasil tambangtp warga makan dri hasil alamikan sungaikini sdh direnggut pemerintah sendirimeski sdh di renggut dipaksa byar pajakyg akhirnya di korupsi sendiri sma pemerintah jg
Yang demo minyak goreng mahal siapa dan dimana ya..?,1,Yang demo minyak goreng mahal siapa dan dimana ya
"Tapi seperti pisau bermata dua, kalo gak buka hutan mata pencaharian masyarakat kebanyakan dari hutan, kalo di buka ya resikonya bencana dll🙄",0,Tapi seperti pisau bermata dua kalo gak buka hutan mata pencaharian masyarakat kebanyakan dari hutan kalo di buka ya resikonya bencana dll
Berau tempat lahir ku dan tempat aku besar,0,Berau tempat lahir ku dan tempat aku besar
"Agak merasa aneh sih, saat terjadi global warming serasa Indonesia lah paling salah.<br><br>Jarang-jarang tuh bahas negara yang lebih besar. China, Amerika, Brazil. Media menggiring opini seakan Indonesia lah paling bersalah dengan cara tidak menampilkan data lengkap seluruh dunia.<br><br>Seakan-akan jika Indonesia berubah maka seluruh dunia akan baik-baik saja.<br><br>Saya yakin ini media Independen tapi bijak lah agar tidak dimanfaatkan negara yang lebih besar untuk menutupi kesalahan mereka.",0,Agak merasa aneh sih saat terjadi global warming serasa Indonesia lah paling salahJarangjarang tuh bahas negara yang lebih besar China Amerika Brazil Media menggiring opini seakan Indonesia lah paling bersalah dengan cara tidak menampilkan data lengkap seluruh duniaSeakanakan jika Indonesia berubah maka seluruh dunia akan baikbaik sajaSaya yakin ini media Independen tapi bijak lah agar tidak dimanfaatkan negara yang lebih besar untuk menutupi kesalahan mereka
Apa yang bisa saya lakukan ?<br><br>Sebagai pelajar,0,Apa yang bisa saya lakukan Sebagai pelajar
"Pohonnya ditebang, tambangnya dikeruk. Hutan dibakar, rakyat sesak nafas, terus ditanami sawit oleh konglomerat. Pas dapat duit, disimpan dlm bentuk valuta asing atau simpan di luar negeri. Sebagian pajak gak masuk kas negara karna sudah bermain dgn aparat pajak. Sedangkan pegawai pajak byk yg korup. Terus kapan rakyat dapat makmurnya??? Dapat susah terus iya.",0,Pohonnya ditebang tambangnya dikeruk Hutan dibakar rakyat sesak nafas terus ditanami sawit oleh konglomerat Pas dapat duit disimpan dlm bentuk valuta asing atau simpan di luar negeri Sebagian pajak gak masuk kas negara karna sudah bermain dgn aparat pajak Sedangkan pegawai pajak byk yg korup Terus kapan rakyat dapat makmurnya Dapat susah terus iya
Asli 😢,1,Asli
"Kepemilikan konsesi itu jangan hanya diberikan ke konglomerat. Negara harus menjadikannnya sejenis BUMN juga biar keuntungannya dapat disetorkan ke kas negara. Kepemilikannya harus campuran; tidak 100 persen swasta. Pasal 33 Bumi air dan segala kekayaan yang terkandung didalamnya dikuasai oleh negara dan dipergunakan untuk sebesar besar kemakmuran rakyat sudah dilanggar disini. Kata kata dikuasai harus diwujudkan dengan menjadikannya BUMN atau campuran karena dengan memiliki perusahaan kehutanan itulah, Negara dapat dikatakan menguasai. Rezim yang tidak melakukan hal itu mengkhianati amanat konstitusi.",0,Kepemilikan konsesi itu jangan hanya diberikan ke konglomerat Negara harus menjadikannnya sejenis BUMN juga biar keuntungannya dapat disetorkan ke kas negara Kepemilikannya harus campuran tidak persen swasta Pasal Bumi air dan segala kekayaan yang terkandung didalamnya dikuasai oleh negara dan dipergunakan untuk sebesar besar kemakmuran rakyat sudah dilanggar disini Kata kata dikuasai harus diwujudkan dengan menjadikannya BUMN atau campuran karena dengan memiliki perusahaan kehutanan itulah Negara dapat dikatakan menguasai Rezim yang tidak melakukan hal itu mengkhianati amanat konstitusi
Kritik juga gaboleh 😂,0,Kritik juga gaboleh
Suharto saja bisa tumbang,0,Suharto saja bisa tumbang
Akan terbukti benar salahnya setelah ikn beres(kalau beres). Yg jelas kalimantannya telah hancur.,0,Akan terbukti benar salahnya setelah ikn bereskalau beres Yg jelas kalimantannya telah hancur
Mungkn jd ky jkrt,0,Mungkn jd ky jkrt
Efek nya bukan hanya banjir tetapi mengancam satwa endemik indonesia yaitu orang utan...,0,Efek nya bukan hanya banjir tetapi mengancam satwa endemik indonesia yaitu orang utan
Jawa nohhh lihat suruh bangun hutannya dah habis hutannya di buat rumah perkomplekan sibuk bahas wilayah org yg luasnya berkali kali dari jawa...<br>Lihat noh penduduk jawa setengah dari pada penduduk indo seharusnya kalian buat narasi lah tentang jawa... Yg semua hasil tambangnya buat bangun jawa.. skrng malah ngomporin hutan di tebang wkwkwk lawak ente.,0,Jawa nohhh lihat suruh bangun hutannya dah habis hutannya di buat rumah perkomplekan sibuk bahas wilayah org yg luasnya berkali kali dari jawaLihat noh penduduk jawa setengah dari pada penduduk indo seharusnya kalian buat narasi lah tentang jawa Yg semua hasil tambangnya buat bangun jawa skrng malah ngomporin hutan di tebang wkwkwk lawak ente
Salut sama narasi.,0,Salut sama narasi
"Hutan di Kalimantan banyak hilang juga karena perluasan pemukiman akibat dari naiknya jumlah penduduk Kalimantan yg meningkatkan kebutuhan hunian. Pemukiman horizontal ini harus benar-benar dibatasi banget! Kalimantan yg wilayahnya paling aman dari gempa, tsunami &amp; letusan gunung berapi harusnya gencar membangun gedung pencakar langit buat hunian. <br><br>Pernyataan IKN tidak boleh membangun gedung tinggi itu adalah pernyataan paling bodoh di alam semesta. <br><br>Sebelum ada yg ngebacot &quot;lifestyle orang Indonesia itu ga cocok tinggal di gedung tinggi, lebih suka rumah tapak yg punya halaman, lebih nyaman bla bla bla&quot;<br>Justru mindset seperti ini harus segera dihilangkan! Harus dipaksa masyarakat buat tinggal di hunian vertikal alias gedung2 pencakar langit. Kasih insentif untuk developer bangun hunian pencakar langit. Naikkan pajak 100% bagi rumah² yg baru dibangun tahun 2024.<br><br>Penduduk Indonesia ini terus bertambah hingga 300-400 juta jiwa dalam beberapa dekade ke depan. Mau ga mau HARUS MAU mengubah mindset, orang Kalimantan harus didorong tinggal di hunian pencakar langit. Ditambah ibukota negara akan pindah ke Kalimantan otomatis arus manusia, uang, barang juga akan pindah ke Kalimantan. Akan penuh sesak, oleh karena itu bangun hunian ke atas bukan membentang luas secara horizontal, memakan lahan &amp; membuka hutan baru hanya untuk pemukiman! Pemerintah harus tegas larang developer bangun perumahan tapak! Bangun pencakar langit sebanyak-banyaknya di Kalimantan. Kalimantan pulau paling aman dari gempa. Ini caranya supaya hutan Kalimantan tetap lestari. Jangan jadi bangsa UDIK takut sama pencakar langit.",0,Hutan di Kalimantan banyak hilang juga karena perluasan pemukiman akibat dari naiknya jumlah penduduk Kalimantan yg meningkatkan kebutuhan hunian Pemukiman horizontal ini harus benarbenar dibatasi banget Kalimantan yg wilayahnya paling aman dari gempa tsunami letusan gunung berapi harusnya gencar membangun gedung pencakar langit buat hunian Pernyataan IKN tidak boleh membangun gedung tinggi itu adalah pernyataan paling bodoh di alam semesta Sebelum ada yg ngebacot lifestyle orang Indonesia itu ga cocok tinggal di gedung tinggi lebih suka rumah tapak yg punya halaman lebih nyaman bla bla blaJustru mindset seperti ini harus segera dihilangkan Harus dipaksa masyarakat buat tinggal di hunian vertikal alias gedung pencakar langit Kasih insentif untuk developer bangun hunian pencakar langit Naikkan pajak bagi rumah yg baru dibangun tahun Penduduk Indonesia ini terus bertambah hingga juta jiwa dalam beberapa dekade ke depan Mau ga mau HARUS MAU mengubah mindset orang Kalimantan harus didorong tinggal di hunian pencakar langit Ditambah ibukota negara akan pindah ke Kalimantan otomatis arus manusia uang barang juga akan pindah ke Kalimantan Akan penuh sesak oleh karena itu bangun hunian ke atas bukan membentang luas secara horizontal memakan lahan membuka hutan baru hanya untuk pemukiman Pemerintah harus tegas larang developer bangun perumahan tapak Bangun pencakar langit sebanyakbanyaknya di Kalimantan Kalimantan pulau paling aman dari gempa Ini caranya supaya hutan Kalimantan tetap lestari Jangan jadi bangsa UDIK takut sama pencakar langit
solusi nya kiamat doang boss,0,solusi nya kiamat doang boss
"Kalimantan adalah paru2 dunia, jangan dibangun apa2<br>Kami di jawa kan bukan paru2 dunia jadi kami boleh tebang2 bikin mall, rumah sakit, jalan, sekolah industri dll.<br>Kami udah ga punya hutan jadi kami nyuruh orang lain aja melestarikan hutan mereka<br>-Sajak munafikun",0,Kalimantan adalah paru dunia jangan dibangun apaKami di jawa kan bukan paru dunia jadi kami boleh tebang bikin mall rumah sakit jalan sekolah industri dllKami udah ga punya hutan jadi kami nyuruh orang lain aja melestarikan hutan merekaSajak munafikun
Luar biasa prestasi JOKOWI 👏🏻,0,Luar biasa prestasi JOKOWI
"Lah data deforestasi nya sampai tahun 2010, gak fokus ke videonya lu ya?",0,Lah data deforestasi nya sampai tahun gak fokus ke videonya lu ya
@@sandosinabang3812 Kyknya dia lagi nyindir pembangunan IKN,0,sandosinabang Kyknya dia lagi nyindir pembangunan IKN
semua juga ikut andil... tp yang jadi pertanyaan apakah pemanfaat hutan ini dapat di perlambat,0,semua juga ikut andil tp yang jadi pertanyaan apakah pemanfaat hutan ini dapat di perlambat
"Memang luar biasa jokowi, dengan dibangunnya IKN, para mafia hutan ngga bisa sembarangan lagi nggundulin hutan.",0,Memang luar biasa jokowi dengan dibangunnya IKN para mafia hutan ngga bisa sembarangan lagi nggundulin hutan
"@@darahsuci8578 kl udah rusak kalimantan, kira2 mau rusak daerah mana lagi ya?",0,darahsuci kl udah rusak kalimantan kira mau rusak daerah mana lagi ya
Buzzer cuma ribut pohon di monas ditebang...(padahal sedang direstorasi saja)... Tapi memuji2 proyek yg merusak paru2 dunia,0,Buzzer cuma ribut pohon di monas ditebangpadahal sedang direstorasi saja Tapi memuji proyek yg merusak paru dunia
"Lihat baik-baik videonya dodol, data deforestasi sampai 2010.",0,Lihat baikbaik videonya dodol data deforestasi sampai
@@sandosinabang3812 eeeh wajik....emang lo bilang IKN dibangun 2010....🤣🤣🤣🤣🤣,0,sandosinabang eeeh wajikemang lo bilang IKN dibangun
@@dwight4063 Siapa yg bahas IKN dodol🤣,0,dwight Siapa yg bahas IKN dodol
@@JustNormalManInTheWorld yoi... 🤣🤣🤣🤣,0,JustNormalManInTheWorld yoi
"Sangat benar, sekarang juga muncul cara baru exploitasi hutan besar-besaran di kabupaten Ketapang pembuatan HGU HTI. Pohonnya sampai akarnya di ambil.",0,Sangat benar sekarang juga muncul cara baru exploitasi hutan besarbesaran di kabupaten Ketapang pembuatan HGU HTI Pohonnya sampai akarnya di ambil
"Kak pergi kekalimatan barat.<br>Dari bandara supadio menuju balai bengkuak (perbatasan sanggau dan ketapang) itu sekitar 4/5jam perjalanan.<br><br>Kakak liat sepanjang jalan dan bukit2 sudah gundul, di tanamkan sawit sedangkan kayu nya di kirim keluar kalimantan dan di jual-belikan.<br><br>Banyak yang terlibat.<br>Ini bukan omong kosong.<br>Kalo tidak percaya, cek sendiri.<br><br>Yang lebih parahnya, warga lokal di pekerjakan namun dengan upah tidak seberapa.<br>Ini benar2 parah.",0,Kak pergi kekalimatan baratDari bandara supadio menuju balai bengkuak perbatasan sanggau dan ketapang itu sekitar jam perjalananKakak liat sepanjang jalan dan bukit sudah gundul di tanamkan sawit sedangkan kayu nya di kirim keluar kalimantan dan di jualbelikanBanyak yang terlibatIni bukan omong kosongKalo tidak percaya cek sendiriYang lebih parahnya warga lokal di pekerjakan namun dengan upah tidak seberapaIni benar parah
Menangis hati ini,0,Menangis hati ini
"salah sendiri SDM rendah, ya mana bisa dikasih upah tinggi",0,salah sendiri SDM rendah ya mana bisa dikasih upah tinggi
Kalimantan merdeka,1,Kalimantan merdeka
Rakyat disana terlalu semangat pemilu 🤦,0,Rakyat disana terlalu semangat pemilu
"​@@firdausfeb5654 jng salahkn sdm rendah, tny bgmn pendidikn yg di proleh, apakah sama dg pendidikan yg di dpt dg kota&quot; besar. Minta kalimantan sebagai menyumbang oksigen tp kota&quot; besar malah merusak, membangun gedung tingg dn menyumbang CO2 terbnyk..",0,firdausfeb jng salahkn sdm rendah tny bgmn pendidikn yg di proleh apakah sama dg pendidikan yg di dpt dg kotaquot besar Minta kalimantan sebagai menyumbang oksigen tp kotaquot besar malah merusak membangun gedung tingg dn menyumbang CO terbnyk
Mengorbankan lingkungan atas nama pembangunan selama uang yang terkumpul terpusat di kantong sebagian kecil orang a.k.a koruptor saja ya gini-gini aja nih Indonesia,0,Mengorbankan lingkungan atas nama pembangunan selama uang yang terkumpul terpusat di kantong sebagian kecil orang aka koruptor saja ya ginigini aja nih Indonesia
"Demi nikmat sesaat,,, berdampak pada lingkungan... Bukan kah kita harusnya menjaga, agar anak cucu kita juga merasakan nikmatnya. Harusnya bila ada kerusakan, segera buat perbaikan. Hidup selaras dengan semesta. Bukan kah itu yang diajarkan nenek moyang kita? Karena segala yang kita butuhkan berasal dari semesta. Makanan, minum, pakaian, obat, dan berbagai perangkat teknologi. Harusnya semakin pandai manusia, semakin canggih teknologi, juga selaras semakin baik kita pada lingkungan.",0,Demi nikmat sesaat berdampak pada lingkungan Bukan kah kita harusnya menjaga agar anak cucu kita juga merasakan nikmatnya Harusnya bila ada kerusakan segera buat perbaikan Hidup selaras dengan semesta Bukan kah itu yang diajarkan nenek moyang kita Karena segala yang kita butuhkan berasal dari semesta Makanan minum pakaian obat dan berbagai perangkat teknologi Harusnya semakin pandai manusia semakin canggih teknologi juga selaras semakin baik kita pada lingkungan
"Tidak bisa berkomentar apa-apa lagi. Tambang bertebaran, pembabatan habis-habisan. Mungkin tidak menunggu lama lagi, hutan kalimantan akan hilang.",0,Tidak bisa berkomentar apaapa lagi Tambang bertebaran pembabatan habishabisan Mungkin tidak menunggu lama lagi hutan kalimantan akan hilang
Mungkin Indonesia hanya tertinggal...negara2 lain sudah membabat habis hutan di negara mereka untuk dijadikan gedung2,2,Mungkin Indonesia hanya tertinggalnegara lain sudah membabat habis hutan di negara mereka untuk dijadikan gedung
Sedih,0,Sedih
"Miris,kok orang kalimantan pd tepuk tangan ke si jaenudin ngachiro",0,Miriskok orang kalimantan pd tepuk tangan ke si jaenudin ngachiro
"Terlalu banyak tuntutan buat Indonesia sebagai negara berkembang<br><br>Negara berkembang dengan salah satu negara dengan jumlah penduduk terbanyak di dunia harus mencukupi baik dari pangan sampai GDP yang tinggi untuk mencukupi kebutuhan lainnya, disisi lain sebagai negara yg banyak memasok bahan baku dunia di segala sektor (untuk meningkatkan GDP?) dan harus disuruh menjaga hutan (paru&quot; dunia) secara cuma&quot;<br><br>Bukan berarti pemerintah tidak salah, tapi emang terlalu berat. Seandainya negara yg punya hutan dapat kompensasi mungkin hutan gk secepat itu deforestasinya. Meskipun gak semudah itu 😅",2,Terlalu banyak tuntutan buat Indonesia sebagai negara berkembangNegara berkembang dengan salah satu negara dengan jumlah penduduk terbanyak di dunia harus mencukupi baik dari pangan sampai GDP yang tinggi untuk mencukupi kebutuhan lainnya disisi lain sebagai negara yg banyak memasok bahan baku dunia di segala sektor untuk meningkatkan GDP dan harus disuruh menjaga hutan paru dunia secara cumaBukan berarti pemerintah tidak salah tapi emang terlalu berat Seandainya negara yg punya hutan dapat kompensasi mungkin hutan gk secepat itu deforestasinya Meskipun gak semudah itu
"Gk gtu juga,,itu semua kembali brpulang ke masalah pilihan,,mna yg dipilih itu yg trlihat pemerintah condong kmn n trnyata mw orba atopun reformasi ttp sja faktor cuan yg dipilih,,",0,Gk gtu jugaitu semua kembali brpulang ke masalah pilihanmna yg dipilih itu yg trlihat pemerintah condong kmn n trnyata mw orba atopun reformasi ttp sja faktor cuan yg dipilih
Saya kira kamu hanya memahami dari sudut pandang yang terlalu sempit.,0,Saya kira kamu hanya memahami dari sudut pandang yang terlalu sempit
"Ya mo gimana kalo ga mau cuan,, selain cuan juga ingin indo jadi produsen meskipun masih mentah.",0,Ya mo gimana kalo ga mau cuan selain cuan juga ingin indo jadi produsen meskipun masih mentah
"Makanya saya bilang, para armchair aktivis ini (maaf) omongannya naif semua. Anda mau minyak goreng murah? Ya babat hutan solusinya. Anda mau ketahanan energi terjaga? Ya tambang batubara solusinya. Anda mau perumahan murah? (Lagi) buka hutan solusinya. Lahan untuk tanaman pangan? Yak betul buka hutan lah! Semua kalau dikaji-kaji merusak alam, tapi inilah harga yang harus dibayar karena pertumbuhan penduduk. <br><br>Tapi kan yang mengelola para oligarki!!! Begitulah kata mereka... <br>Ya udah, lu aja yang buka usaha. Bikin seramah lingkungan seramah-ramahnya sampai Greeinpis dan Narasi endorse lu punya usaha. Lu mau bilang taipan sawit semacam Sinar Mas atau Asian Agri sebagai oligarki yang patut dimusnahkan sah-sah aja, tapi pertanyaanya, lu bisa gak buat lebih baik dari mereka?",0,Makanya saya bilang para armchair aktivis ini maaf omongannya naif semua Anda mau minyak goreng murah Ya babat hutan solusinya Anda mau ketahanan energi terjaga Ya tambang batubara solusinya Anda mau perumahan murah Lagi buka hutan solusinya Lahan untuk tanaman pangan Yak betul buka hutan lah Semua kalau dikajikaji merusak alam tapi inilah harga yang harus dibayar karena pertumbuhan penduduk Tapi kan yang mengelola para oligarki Begitulah kata mereka Ya udah lu aja yang buka usaha Bikin seramah lingkungan seramahramahnya sampai Greeinpis dan Narasi endorse lu punya usaha Lu mau bilang taipan sawit semacam Sinar Mas atau Asian Agri sebagai oligarki yang patut dimusnahkan sahsah aja tapi pertanyaanya lu bisa gak buat lebih baik dari mereka
Betul bu Sri Mulyani pernah bahas ini tuntutan dunia terhadap indonesia terlalu berat,0,Betul bu Sri Mulyani pernah bahas ini tuntutan dunia terhadap indonesia terlalu berat
"Pemerintah goblok banget membiarkan hutan digunduli hanya untuk keuntungan beberapa milyar, yg pasti porsi paling banyak akan masuk saku segelintir orang dan nggak masuk ke pundi2 pemerintah. Coba saja kerusakan banjir itu dihitung, sudah pasti jauh lbh banyak ruginya drpada uang yg dihasilkan. Ada banyak cara untuk mendapatkan uang dr hutan tanpa deforestasi. Hanya orang bodoh dan malas yg mengandalkan penebangan hutan sebagai cara mendapatkan penghasilan.",0,Pemerintah goblok banget membiarkan hutan digunduli hanya untuk keuntungan beberapa milyar yg pasti porsi paling banyak akan masuk saku segelintir orang dan nggak masuk ke pundi pemerintah Coba saja kerusakan banjir itu dihitung sudah pasti jauh lbh banyak ruginya drpada uang yg dihasilkan Ada banyak cara untuk mendapatkan uang dr hutan tanpa deforestasi Hanya orang bodoh dan malas yg mengandalkan penebangan hutan sebagai cara mendapatkan penghasilan
🥱.....<br>skali skali bahas sumur resapan lah,0,skali skali bahas sumur resapan lah
Dungu ini mimin,0,Dungu ini mimin
Semakin saya tau informasi2 seperti ini semakin saya tidak mengerti apa tujuan manusia hidup di bumi ini..,0,Semakin saya tau informasi seperti ini semakin saya tidak mengerti apa tujuan manusia hidup di bumi ini
