normalized_text,label_manual
poison baca statment aku jelas mas aku tidak pernah nyuruh orang untuk bunuh diri atau merugikan sendiri aku hanya bilang nunggu orang yang bisa ciptain penyakit bukan nyuruh orang untuk bunuh diri atau merugikan diri sendiri,0
poison lah ngurangin populasi dengan bunuh diri emang ada statment gua ngurangin populasi dengan bunuh diri pake otaknya lagi yah kalo mau debat agar keliatan pinter statment aku saja kamu tidak bisa nangkepquot  adakah kata aku bunuh diri untuk ngurangin populasi ayo otaknya di pake lagi,0
poison apa racunin  yang bilang suruh racunin orang buat bunuh diri siapa om adakah statment aku nyuruh orang racunin orang buat bunuh diri  kocak tolong kamu saja tidak bisa jelasin mana statment aku suruh bunuh diri wkwkkw jelas point aku bukan nyuruh orang bunuh diri untuk ngurangin populasi adakah statment aku nyuruh orang untuk bunuh diri ada tidak bro mana jelasin jangan loncat kemana dari statement aku kwkwk,0
berapa banyak kita menggunakan kertas tisu sehari berapa banyak sering kita menggunakan listrik dan bbm,0
berapa tuh bang,1
kalau alih ke sumber energi terbaru mau tidak tapi harganya lebih mahal dari sumber energi alam,1
berapa liter kita gunakan minyak goreng untuk masak,1
masih banyak hutan kokhutan sawit,1
hhh,1
dak apa apa yang penting kan kerja kerja kerja ndak apa agar saja ini tim narasi bikin berita,1
narasi bisa tahu tidak siapa saja raja hutan yang makin kaya raya hingga saat ini bagus juga tuh diwawancaraikalau hanya gundul itu belum cukup bumi itu dikeruk cobalah lihat dari atas pesawat yang terbang di atas xmantan berapa banyak danau aneka warna,0
mau sebesar apa upayanya gabakal bisa nyelamatin hutan kalimantan karena keserakahan,0
sedih nonton beritanya,1
pak jokowi adalah nasionalis yang tidak memiliki jiwanya dan tidak memiliki konsep bernegara yang jelas,0
ditambah dengan program ikn nanti,1
innalillahi wainnailaihi rojiun,0
jangan bebani kalimantan dgn paruparu dunia,1
mau tidak dibebani bagaimana wong emang luasan hutannya termasuk paling gede  piye kamu ni,0
abdurrahmanmuhammadfikrira ok kalau gitu kita tidak butuh pendatang yang hanya nongol jadi pengemis kota,0
saya orang kalimatan selatan kabupatin tabalong banyak banget tambang elegalyg se enak  tebang pohon untuk tambang batu bara al hasil hujan seharian banjir di kebupatin tatangga,0
kini semakin parah yang kami rasakansetiap hujanbisa dipastikan sungai meluap dan banjiritu belum dimusim hujan apalagi musim hujan,0
betul kalimantan sangat miris lihatlah tambang tambang bagaimana cara mereka kerja beratus ratus di garu tapi tidak di baut apa apa jelas lah kalimantan rentan banjir,0
jangan lupa kalau ada pemimpin negara yang sekarang sedang obral izin di ikn sampai ratusan tahun hutan kalimantan yang dulu jadi kebanggaan untuk masyarakat adat dan sebagai tempat berbagai satwa liar sekarang sedang diobral,0
oh kadrun komen miring,1
juliusmartinnahak pemuja kolor,1
hahahahhaahahahahamentri kehutanan dan lingkungan hidup kemana yayuk jadikan salah satu atau dua pulau atau bahkan pulau hutan lindung diindonesia,0
lah pemerintah daerah dan wakil rakyat hasil pemilu di kalimantan bijimana,1
pemerintahlah pelaku utamanya yang memberikan ijin perkebunan dan pertambanganujung yang di salahkan masyrakat juga padahal pemerintah secara sadar yang merusak kawasan hutandegan skala besar,0
eropa dan negara industrialis kapitalis enak banget merka yang joran buat gas emisi industri selama ratusan tahun kita yang di kalimantan disuruh menyimpan karbon  ktimbanf hancur iya hancurkan sklian ni bumi,0
suka banget sama narasi yang ngenalin narasumber  siapa dan pekerjaan  apa bahkan ditunjukkan juga beberapa paper yang dia teliti sehingga yang menonton tau bahwa ahli yang sedang di dengarkan benarbenar kredibel,0
jagan sampai ibu kota pindah banjir  juga pindah,0
pak minta tolong itu tambang batu bara kan merusak hutan,0
mbok yo orang rakus atas nama ekonomi harus di hukum matiselalu merusak saja kelakuanyaaseng ini jiwa jiwanya rakus,0
yang hanya peduli soal ngehasilin uang tutup mata sama akibatnya menganying,0
nubuat raja putih charles james brooke kumohon dengarkanlah katakataku ini dan ingatlah baikbaikakan tiba saatnya ketika aku sudah tidak disini lagi orang lain akandatang terusmenerus dengan senyum dan kelemahlembutan untuk merampas apa yang sesungguhnya hakmu yakni tanah dimana kamu tinggal sumber penghasilanmu dan bahkan makanan yang ada di mulutmukalian akan kehilangan hak kalian yang turuntemurun dirampas oleh orang asing dan para spekulan yang pada gilirannya akan menjadi para tuan dan pemilik sedangkan kalian hai anakanak negeri ini akan disingkirkan dan tidak akan menjadi apapun kecuali menjadi para kuli dan orang buangan di pulau inicharles james brooke the white rajah of sarawak,0
turunnya harga cpo dan terjadinya pandemi c menjadi quotmomentumquot terbitnya aturan minerba dalam uu cipta kerja,1
hutan ku rusaklangit ku bocorudara yang ku hirupracunair ku tercemarhijauhijauhijau kutinggal kenangan,0
peduli apa naruto sebagai mantan tukang mebel masalah deforestasi hutan di konoha orang investor boruto juga kan masih ruang lingkup si pembakar hutan,0
pemimpinnya loyooo,1
the real keserakahan umat manusia,0
positif thinking bukan seluruh umat manusia mungkin hanya segelintir manusia serakah lagi kesurupan iblis yang kebetulan lagi berkuasa,0
dan kalian dukung ikn,1
pohon di monas di tebang geger jam teriak kenceng pohon di kalimantan di tebang diam membisu dengan alasan pembangunan,0
ironi tidak  upaya pemerintah untuk membangun ikn nusantara di kalimantan dengan niatan menghindari bencana alam di jakarta malah ikut serta menimbulkan bencana alam juga di kalimantan itu sama saja memindah pusat kota ditambah membawa dampak buruknya jadi ingat dengan pemenang pkm gft yang bahas isu ikn dan dampak deforestasi disertai gagasan solutif semoga dipertimbangkan lagi ide cerdas mereka pembuat pkm,0
luar biasa pemerintah,1
kalau tidak ilegal petugas yang kasih ijin dengan mudahnya yang pastinya kasih duit lah milyar behh apa apa jadi lancar yang ilegal jadi legal enak bener iya,1
semua demi cuan,0
jokowi pengrusak hutan makan tuh investasi,0
soeharto dan sby tidak pernah merusak hutan apa,0
dayak kalimantan apa kalian tidak tergerak dengan langkah teman teman opm,1
mereka masih punya jiwa nasionalisme yang tinggi,0
yang nanam era bapak sby ehhh yang manen tukang kayu,0
iseng buka maps riau ternyata kebun sawit  amat sangat luas,0
sebagai orang kalimantan mengsedih,0
seberapa banyak hutan yang ditebangdi pulau jawa dan pulau lainya,0
dataran tinggi harusnya di larang untuk sawit cukup di dataran yang rendah saja,0
di pelajaran sekolah padahal sudah dipelajari masalah menjaga alam tapi entah kenapa saya merasa banyak orang yang punya jabatan tinggi tapi seperti tidak pernah sekolah,0
andaikan presidennya dari pdip atau psi maka hutan kalimantan akan terjaga agar tetap asriya kan,0
adakah yang memelihara quotkambing hitamquot,1
saya,1
kalo ada yang senang kalimantan jadi ikn mending pikirin dulu dehgw saja yang di ibukota udah puyengberisikpolusisampah dan kejahatan merajalela,0
jangan samain jakarta dengan kalimantan lahpopulasinya saja beda jauh,0
kalau kejahatan  aku jamin tidak bakalan semasif di jawa bang tapi kalau bentrok antar suku aku bisa jamin itu,0
justnormalmanintheworldpahamin dulu kata aku baru komentemang sapa yang bilang jakarta sama ama kalimantan,0
sebatasasumsi bisa jadi bangkaya peristiwa yang dulu iya,0
mancingliarjakarta lah tadi anda bilang quotgw saja yang sudah di ibukota udah puyengberisikpolusisampahdan kejahatan merarelaquot emangnya anda pikir kalimantan seperti ibukota jakarta gitu,0
iya sudahhh jangan di ulangi lagi,0
di dikte sama negara maju gempur pakai riset dan sejenis di sisi lain iya mereka juga penikmat emisi karbon kalau sekedar masyarakat buka lahan sawit lah wajar mau makan apa ini para koorporasi datangin alat berat dan macammasyarakat paling punya hak milik lahan sedikit itu tu para bos punya lahan luas harusnya yang harus disorot aktif iya mereka lah,0
bangun ikn bikin tambang bikin kebun sawit bikin food estae hutan dibabat secara besaran semakin parak krisis iklim juga kayunya juga lari kemana iya,0
aku sudah paham kenapa semakin banyak manusia maka alam akan semakin terbabat terima kasih narasi atas infonya,1
makanya program pemerintah quot anak cukupquot itu udah bener tapi banyak yang tidak bisa nahan urgensi menambah beba maksud saya jumlah anggota keluarga,0
warior tidak papa katakan saja manusia menjadi beban lingkungan itu sudah faktanya melihat situasi modern sekarang manusia harus quotpuasaquot agar ekosistem memulihkan diri,0
eksonmedia jangan diucapkan secara gamblang bang banyak kaum kaum mudah sakit hati soalnya,0
warior banyak populasi kalau tidak rakus iya tidak akan merusak sedikitpun kalau rakus iya hancur intinya di nafsu kerakusan manusia,0
jangan lupa bos kalimantan selatan juga,0
nonton video jadi merinding betapa panasnya masa depan akibat ulah tangan manusiamanusia,0
makanya yang pintar belum tentu benar apalagi berbuat sesuatu di dorong oleh dan siasat belaka bukan hidayahadri alloh swt,0
selamat tinggal orang dayak paling dayak kami hanya bisa memelas sedih saja aku harap kalian selalu sehat anak campuran dayak yang tidak paham akan merusak rumah leluhur kisah ini seperti di film avatar saja,0
selamat tinggal jg hutan di tempat mu sana masih syukur hutan kalimantan masih ada coba liat di pulau jawa sana apa hutannya masih seluas hutan di kalimantan atau sudah habis di jadikan lahan perkebunan jg,0
edomajasebentar lagi kalimantan akan sama menjadi jakarta setelah ikn jadi,0
tradisi masarakat kalimantan buka ladang berpindah tebang hutan sesuka  udah kena musibah pemerintah yang di salahkan berfikirlah yang rasional,0
ladang berpindah sudah dilakukan sejak dahulu tidak hanya di kalimantan ladang berpindah itu sudah dilakukan masyarakat kalimantan oleh masyarakat adat yang mata pencahariannya berladang kalau menebang pohon pun hanya seperlunya karena tanah sungai dan hutan adl elemen penting yang memungkinkan seseorang hidup sbg masyarakat adat tsb coba anda bandingkan kalimantan yang dahulu yang masyarakatnya nomaden dengan kalimantan sekarang lebih hijau mana lebih hijau kalimantan yang dahulukah atau yang sekarang dan jika yang anda maksud musibah adl bencana ekologi lalu apa penyebabnya masyarakat adat kalimantan berladang dari membuka lahan hingga panen ada aturan yang harus ditaati lahannya juga tidak luas tidak sampai ribuan hektar sistem perladangan dari masyarakat ini berladang di lahan lain utk memberi kesempatan lahan lama yang nantinya akan mereka ladangi lagi sistem perladangan tsb secara teratur menyebabkan hutan subur berkelanjutan setelah panen ladang ditanami pohon seperti karet rotan buah dll dan lahan tsb akan berubah menjadi hutan kembali bicara mengenai hutan namun tidak anti kemajuan negaranegara maju pun memiliki hutan seperti australia as kanada finlandia dll kita berharap negara indonesia maju sejahtera dan semoga terwujud namun jangan sampai sebaliknya negara belum maju sejahtera dan hutan pun lenyap,0
perkuat penegakan hukum kehutanan utk menjagamelindungi serta melestarikan hutan terutama hutan alami hutan lindung hutan suaka alam hutan konservasi hutan adat dan sahkan ruu masyarakat adat,0
percuma klian debat ini itudan sbgainya daerah itu hanya nurut sama pusatkalo smpai membantah resikonya  lebih besarkan kalian sendiri jg yang bilang mendukung pembangunan demi kemajuan bangsa dan negaratoh sekarang sudah terlambatnasi sudah menjadi buburkalo soal tambang warga kalimantan sendiri jg yang menambang,0
yuk bisa yuk kembali ke jaman batukita ckup tinggal dihutan berburu sj bila ingin mkan hbis itu tidur indahnya hidup,0
ku hancurkan alamku untuk energi masa depan dunia pertambangan,0
selqma hokage memimpin konoha ini kalimantan jarang banjir malah jadi langganan banjir,0
tenang saja nanti ikn pindah tambah parah ,0
kyknya gak akankarna ikn udah ngambil di daerah yang hutannya sudah habis sejak,0
siapp dukung periode,2
sudahlah narasi tolong beritanya di sesuaikan dengan prestasi pemerintah iya jangan mengorek kekurangan proyek pemerintah terus,0
yntkts sambil cengengesan,1
warga gak makan minyak sawitwarga gak makan hasil tambangtp warga makan dri hasil alamikan sungaikini sudah direnggut pemerintah sendirimeski sudah di renggut dipaksa byar pajakyg akhirnya di korupsi sendiri sama pemerintah jg,0
yang demo minyak goreng mahal siapa dan dimana iya,1
tapi seperti pisau bermata dua kalo tidak buka hutan mata pencaharian masyarakat kebanyakan dari hutan kalo di buka iya resikonya bencana dll,0
berau tempat lahir ku dan tempat aku besar,0
agak merasa aneh  saat terjadi global warming serasa indonesia lah paling salahjarangjarang tuh bahas negara yang lebih besar china amerika brazil media menggiring opini seakan indonesia lah paling bersalah dengan cara tidak menampilkan data lengkap seluruh duniaseakanakan jika indonesia berubah maka seluruh dunia akan baikbaik sajasaya yakin ini media independen tapi bijak lah agar tidak dimanfaatkan negara yang lebih besar untuk menutupi kesalahan mereka,0
apa yang bisa saya lakukan sebagai pelajar,0
pohonnya ditebang tambangnya dikeruk hutan dibakar rakyat sesak nafas terus ditanami sawit oleh konglomerat pas dapat duit disimpan dlm bentuk valuta asing atau simpan di luar negeri sebagian pajak tidak masuk kas negara karena sudah bermain dgn aparat pajak sedangkan pegawai pajak banyak yang korup terus kapan rakyat dapat makmurnya dapat susah terus iya,0
asli,1
kepemilikan konsesi itu jangan hanya diberikan ke konglomerat negara harus menjadikannnya sejenis bumn juga agar keuntungannya dapat disetorkan ke kas negara kepemilikannya harus campuran tidak persen swasta pasal bumi air dan segala kekayaan yang terkandung didalamnya dikuasai oleh negara dan dipergunakan untuk sebesar besar kemakmuran rakyat sudah dilanggar disini kata kata dikuasai harus diwujudkan dengan menjadikannya bumn atau campuran karena dengan memiliki perusahaan kehutanan itulah negara dapat dikatakan menguasai rezim yang tidak melakukan hal itu mengkhianati amanat konstitusi,0
kritik juga gaboleh,0
suharto saja bisa tumbang,0
akan terbukti benar salahnya setelah ikn bereskalau beres yang jelas kalimantannya telah hancur,0
mungkn jadi kayak jkrt,0
efek  bukan hanya banjir tetapi mengancam satwa endemik indonesia yaitu orang utan,0
jawa nohhh lihat suruh bangun hutannya sudah habis hutannya di buat rumah perkomplekan sibuk bahas wilayah orang yang luasnya berkali kali dari jawalihat noh penduduk jawa setengah dari pada penduduk indo seharusnya kalian buat narasi lah tentang jawa yang semua hasil tambangnya buat bangun jawa sekarang malah ngomporin hutan di tebang  lawak ente,0
salut sama narasi,0
hutan di kalimantan banyak hilang juga karena perluasan pemukiman akibat dari naiknya jumlah penduduk kalimantan yang meningkatkan kebutuhan hunian pemukiman horizontal ini harus benarbenar dibatasi banget kalimantan yang wilayahnya paling aman dari gempa tsunami letusan gunung berapi harusnya gencar membangun gedung pencakar langit buat hunian pernyataan ikn tidak boleh membangun gedung tinggi itu adalah pernyataan paling bodoh di alam semesta sebelum ada yang ngebacot lifestyle orang indonesia itu tidak cocok tinggal di gedung tinggi lebih suka rumah tapak yang punya halaman lebih nyaman bla bla blajustru mindset seperti ini harus segera dihilangkan harus dipaksa masyarakat buat tinggal di hunian vertikal alias gedung pencakar langit kasih insentif untuk developer bangun hunian pencakar langit naikkan pajak bagi rumah yang baru dibangun tahun penduduk indonesia ini terus bertambah hingga juta jiwa dalam beberapa dekade ke depan mau tidak mau harus mau mengubah mindset orang kalimantan harus didorong tinggal di hunian pencakar langit ditambah ibukota negara akan pindah ke kalimantan otomatis arus manusia uang barang juga akan pindah ke kalimantan akan penuh sesak oleh karena itu bangun hunian ke atas bukan membentang luas secara horizontal memakan lahan membuka hutan baru hanya untuk pemukiman pemerintah harus tegas larang developer bangun perumahan tapak bangun pencakar langit sebanyakbanyaknya di kalimantan kalimantan pulau paling aman dari gempa ini caranya supaya hutan kalimantan tetap lestari jangan jadi bangsa udik takut sama pencakar langit,0
solusi  kiamat doang boss,0
kalimantan adalah paru dunia jangan dibangun apakami di jawa kan bukan paru dunia jadi kami boleh tebang bikin mall rumah sakit jalan sekolah industri dllkami udah tidak punya hutan jadi kami nyuruh orang lain saja melestarikan hutan merekasajak munafikun,0
luar biasa prestasi jokowi,0
lah data deforestasi  sampai tahun tidak fokus ke videonya kamu iya,0
sandosinabang kyknya dia lagi nyindir pembangunan ikn,0
semua juga ikut andil tapi yang jadi pertanyaan apakah pemanfaat hutan ini dapat di perlambat,0
memang luar biasa jokowi dengan dibangunnya ikn para mafia hutan tidak bisa sembarangan lagi nggundulin hutan,0
darahsuci kalau udah rusak kalimantan kira mau rusak daerah mana lagi iya,0
buzzer hanya ribut pohon di monas ditebangpadahal sedang direstorasi saja tapi memuji proyek yang merusak paru dunia,0
lihat baikbaik videonya dodol data deforestasi sampai,0
sandosinabang eeeh wajikemang kamu bilang ikn dibangun,0
dwight siapa yang bahas ikn dodol,0
justnormalmanintheworld yoi,0
sangat benar sekarang juga muncul cara baru exploitasi hutan besarbesaran di kabupaten ketapang pembuatan hgu hti pohonnya sampai akarnya di ambil,0
kak pergi kekalimatan baratdari bandara supadio menuju balai bengkuak perbatasan sanggau dan ketapang itu sekitar jam perjalanankakak liat sepanjang jalan dan bukit sudah gundul di tanamkan sawit sedangkan kayu  di kirim keluar kalimantan dan di jualbelikanbanyak yang terlibatini bukan omong kosongkalo tidak percaya cek sendiriyang lebih parahnya warga lokal di pekerjakan namun dengan upah tidak seberapaini benar parah,0
menangis hati ini,0
salah sendiri sdm rendah iya mana bisa dikasih upah tinggi,0
kalimantan merdeka,1
rakyat disana terlalu semangat pemilu,0
firdausfeb jng salahkn sdm rendah tny bgmn pendidikn yang di proleh apakah sama dengan pendidikan yang di dapat dengan kotaquot besar minta kalimantan sebagai menyumbang oksigen tapi kotaquot besar malah merusak membangun gedung tingg dn menyumbang co terbnyk,0
mengorbankan lingkungan atas nama pembangunan selama uang yang terkumpul terpusat di kantong sebagian kecil orang aka koruptor saja iya ginigini saja nih indonesia,0
demi nikmat sesaat berdampak pada lingkungan bukan kah kita harusnya menjaga agar anak cucu kita juga merasakan nikmatnya harusnya bila ada kerusakan segera buat perbaikan hidup selaras dengan semesta bukan kah itu yang diajarkan nenek moyang kita karena segala yang kita butuhkan berasal dari semesta makanan minum pakaian obat dan berbagai perangkat teknologi harusnya semakin pandai manusia semakin canggih teknologi juga selaras semakin baik kita pada lingkungan,0
tidak bisa berkomentar apaapa lagi tambang bertebaran pembabatan habishabisan mungkin tidak menunggu lama lagi hutan kalimantan akan hilang,0
mungkin indonesia hanya tertinggalnegara lain sudah membabat habis hutan di negara mereka untuk dijadikan gedung,2
sedih,0
miriskok orang kalimantan pada tepuk tangan ke si jaenudin ngachiro,0
terlalu banyak tuntutan buat indonesia sebagai negara berkembangnegara berkembang dengan salah satu negara dengan jumlah penduduk terbanyak di dunia harus mencukupi baik dari pangan sampai gdp yang tinggi untuk mencukupi kebutuhan lainnya disisi lain sebagai negara yang banyak memasok bahan baku dunia di segala sektor untuk meningkatkan gdp dan harus disuruh menjaga hutan paru dunia secara cumabukan berarti pemerintah tidak salah tapi emang terlalu berat seandainya negara yang punya hutan dapat kompensasi mungkin hutan gak secepat itu deforestasinya meskipun tidak semudah itu,2
gak gitu jugaitu semua kembali brpulang ke masalah pilihanmna yang dipilih itu yang trlihat pemerintah condong kemana n trnyata mw orba atopun reformasi ttp sja faktor cuan yang dipilih,0
saya kira kamu hanya memahami dari sudut pandang yang terlalu sempit,0
iya mau gimana kalo tidak mau cuan selain cuan juga ingin indo jadi produsen meskipun masih mentah,0
makanya saya bilang para armchair aktivis ini maaf omongannya naif semua anda mau minyak goreng murah iya babat hutan solusinya anda mau ketahanan energi terjaga iya tambang batubara solusinya anda mau perumahan murah lagi buka hutan solusinya lahan untuk tanaman pangan yak betul buka hutan lah semua kalau dikajikaji merusak alam tapi inilah harga yang harus dibayar karena pertumbuhan penduduk tapi kan yang mengelola para oligarki begitulah kata mereka iya udah kamu saja yang buka usaha bikin seramah lingkungan seramahramahnya sampai greeinpis dan narasi endorse kamu punya usaha kamu mau bilang taipan sawit semacam sinar mas atau asian agri sebagai oligarki yang patut dimusnahkan sahsah saja tapi pertanyaanya kamu bisa tidak buat lebih baik dari mereka,0
betul bu sri mulyani pernah bahas ini tuntutan dunia terhadap indonesia terlalu berat,0
pemerintah goblok banget membiarkan hutan digunduli hanya untuk keuntungan beberapa milyar yang pasti porsi paling banyak akan masuk saku segelintir orang dan tidak masuk ke pundi pemerintah coba saja kerusakan banjir itu dihitung sudah pasti jauh lebih banyak ruginya drpada uang yang dihasilkan ada banyak cara untuk mendapatkan uang dari hutan tanpa deforestasi hanya orang bodoh dan malas yang mengandalkan penebangan hutan sebagai cara mendapatkan penghasilan,0
skali skali bahas sumur resapan lah,0
dungu ini mimin,0
semakin saya tau informasi seperti ini semakin saya tidak mengerti apa tujuan manusia hidup di bumi ini,0
kuasanya terbatas akibat  naas yohanes kata yesus angkat batu itu marta saudara orang yang meninggal ituberkata kepadanya tuan ia sudah berbau sebab sudah empat hari ia mati jawab yesus bukankah sudah kukatakan kepadamu jikalau engkau percayaengkau akan melihat kemuliaan allahdari sini saja jelas yesus mengajarkan manusia supaya percaya tuhan karena tuhanlah ygpunya kuasa dan kemuliaanjika aku memuliakan diriku sendiri maka kemuliaanku itu sedikitpun tidak ada artinyabapakulah yang memuliakanku yohanes yohanes maka mereka mengangkat batu itu lalu yesus menengadah ke atas danberkata bapa aku mengucap syukur kepadamu karena engkau telah mendengarkanaku aku tahu bahwa engkau selalu mendengarkan aku tetapi oleh karena orangbanyak yang berdiri di sini mengelilingi aku aku mengatakannya supaya mereka percayabahwaengkaulah yang telah mengutus akuyohanes dan sesudah berkata demikian berserulah ia dengan suara keras lazarusmarilah ke luar orang yang telah mati itu datang ke luar kaki dan tangannya masihterikat dengan kain kapan dan mukanya tertutup dengan kain peluh kata yesus kepadamereka bukalah kainkain itu dan biarkan ia pergiapakah yesus selalu bisa bermukjizatmenurut lukas pilatus mengetahui bahwa yesus adalah seorang galilea yang adalahwilayah herodes mengirimnya ke antipas yang juga berada di yerusalem pada saat ituawalnya antipas senang melihat yesus berharap untuk menyaksikannya melakukanmukjizat tetapi ketika yesus tetap diam ketika ditanyai antipas mengejeknya danmengirimnya kembali ke pilatuslukaskolor  melorot kntl  dimainin tentara romawi biji pelernya dijadikan latolato makanya tidak bisa bermukjizat the power of kolor firman selalu ada bersama bapabapa mengutus firmannyayoh sang firman menyatakan aku dan bapa adalah satu yoh akulah jalan kebenaran dan hidup yoh barangsiapa telah melihat aku ia telah melihat bapayohanes matius kemudian serdaduserdadu wali negeri membawa yesus ke gedung pengadilan lalu memanggil seluruh pasukan berkumpul sekeliling yesus mereka menanggalkan pakaiannya dan mengenakan jubah ungu kepadanyamasa tuhan bisa ditelanjangidipakein jubah dan diseret manusia ke gedung pengadilan ini tuhan apa penjahat yang lagi dihakimi massa hanya orang idiot yang percaya manusia bisa bunuh tuhan tapi lebih idiot lagi yangpercaya manusia harus bunuh tuhan agar dapat keselamatan dari tuhantuhan  bisa digantungitu tuhan apa jemurancuma orang idiot saja yang percaya manusia bisabunuh tuhan nguras air laut saja tidak mungkin ini disuruh percaya manusia bisa bunuh tuhan dia yang mati disalib bukan manusia tapi tuhan mati kor jika yang mati manusiamaka darahnya murah tidak bisa dibuat nebus dosaptr,0
anda ini siapasampai mau menghina agama lain,1
kalau mau mengirim komentaryang nyambunglah ama topiknya blokjangan bawa agama blok,1
hanya kebodohan membangun ikn dikalimantan belum tau lagi dikalimantan air sungai semakin tahun semakin tinggi dikalsel aj air tidak pernah surut dan semakin tinggi volume air sungai selama tahun terakhir belum lagi banyaknya tambangkebun sawit dll yang mempengaruhi tanah kalimantan harusnya bangun ikn di papua saja,0
jadi anda ingin ikn dibangun dimana,0
justnormalmanintheworld kurang baca anda bro,1
hidupku oh iya tadi mata aku buta sebentarjadi anda ingin ikn di papuapercuma saja bropapua daeeahnya berbahayaapalagi sama kelompok opmnya jadi gak mungkin wilayah penting negara berada didaerah papua,1
justnormalmanintheworld nah justru itu bro kalau ikn disana perhatian pemerintah tertuju pada kelompok tersebut maka dipapua akan bersih dari kelompok tsb dan pembangunan disna bakalan lebih baik jadi masyarakt disana tidak lagi merasa tersisihkan,0
masyarakat nebang pohon untuk bikin rumah dilarang bahkan bisa dipidana tapi ketika perusahaan yang nebang malah tidak ada yang larang alasannya karena sudah ada izin dan perjanjian saya sebagai pribumi borneo miris melihat,0
itulah kolonial,1
itulah kolonial jawa,1
hahahahyakin kolonial jawa bahkan dikalimantan banyak sultan yang jauh lebih kaya dari sultan jawa hasil dari usaha tambang kelapa sawit berarti kan mereka ikut terlibat dalam kerusakan alam kalimantan,0
tenang ibarat utang indonesia kalau kata sri mulyani masih dalam kategori sehat,0
negeriku sayang negeriku malang,0
setelah ikn terealisasideforestasi stonk,0
tunggu aje ancur ni negara pindah ibukota babat hutan nikel di jual buat memperhijau negara cinis bayar pajak buat memperkaya pejabat,0
masalahnya sudah merusak lingkungan apakah membuat sejahtera warganyagau usah kesehatan pendidikan atau infrastruktur contohnya minyak goreng masa iya bisa langka di indonesiaitu kemajuan untuk masyarakat atau untuk golongannegara saja kurang mulusejahterakan saja dl warga yang di area baru omngin senegara,0
bukan rahasia lagi kyknya min tapi kita bisa apa,0
pantes minggu ini terasa panass haredang,0
iya begitulah cara kerja  tapi hasilnya tetap nol kan ekonomi nyunsep juga,0
anjg spit biadb bandar ilegal loging,0
gimana lahkebutuhan akan minyak goreng juga semakin banyakmau tidak mau lah hutan berubah fungsi menjadi kebun sawit,2
odovid tanda akhir zaman om,0
setiap kemajuan ada pengorbanan,2
odovid penghasil oksigen terbesar di bumi itu dari laut pak bukan daratan mebabat sebagian kecil hutan tidak akan membuat dunia kehabisan oksigen,0
odovid lho bukannya memang manusia itu perusak gini masyarakat kita saja masih banyak yang memperbanyak keturunan  tanpa memperhitungkan banyak hal itu artinya setiap detik kebutuhan manusia semakin tinggi manusia dapet darimana lagi kalau bukan dari merusak alam hampir semua yang kita lakukan merusak alam termasuk kegiatan anda saya dan kita bisa komen di youtube ini kita produsen minyak sawit terbesar di dunia saja dengan luas  lahan sawit saat ini saja masih saling demo kalau tidak petani  iya konsumen ,0
anies yang salah itu tidak becus jadi gubernur mensupport penebangan hutan demi korporasi dikasih kontrak karya dan konsesi,0
mengapa jokowi dulu larang rangkap jabatan tapi sekarang tidak httpsyoutubedayvklti,0
kita dipaksa menjaga paruparu dunia terus apa feedback dari mereka yang menikmati apakah utang kita berkurang apakah kita secara perlahan di kontrol oleh barat agak tidak bisa menjadi negara maju secara perekonomian,0
iya pasti di kontrol sudah lumrah negara yang kuat mencaplok negara yang lemah ambil contoh nikel  di indo bikin baterai  di china elon musk beli  ke china yang untung besar dari kasus tersebut sipaa kira kira plus  china tidak mencemari lingkungan itulah untung  negara kuat,0
saya pernah komen kya di narasi jelaskan tapi malah di serang buzzer rp,1
yang sabar,1
namanya juga buzzer kalo tidak nyerang iya tidak makan,1
terimakasih tim narasi karena telah memberi informasi yang mudah di cerna semoga para pemimpin di negeri ini segera di beri hidayah akan tingkah laku yang diperbuatnya,2
sulit mereka sudah gila harta,0
 kan rakyat kalimantan juga bahagia dengan kondisi alam dan lingkungan tambang tsb biarin  mau mereka renang di kolam tambang pun,0
masiver rakyat kalimantan mana yang bahagiasya asli orang berau kalimantan dan saya sudah merasakan dampak  anda sekali kali tinggal disini,0
channelsipazee makanya kubilang agar rakyat kalimantan saja yang urus kalo mereka diam iya berarti mereka senang gitulo nah makanya kubilang diem ajadeh warga non kalimantan agar mereka menikmati hasilnya,0
kalau pesugihan di taman merah oleh yaman dikasih hidayah tidak,0
emang sudah hilang hutan hujan tropis kalimantan berganti jadi hutan rimba sawit,0
mau gimana iya kita rakyat kecil udah sering protes untuk masalah penebangan pengerukan dan lainnya yang berhubungan dengan perusakan alam tetap saja gak di iyakan iya protesnya didengarin dan ditanggepin tapi iya hanya itu gak ada tindakan selanjutnya dari pihak yang berwenang hanya untuk meredam protes doang,0
mantap lanjutkan,1
anis gubernur  itu,1
jelama sarakah jelema kapitalis nungarusak,0
sudah sejak jaman pak sby oiiii ujarbuzzerbayaran,1
saya tidak menyukai deforestasi tetapi juga tidak menyukai istilah deforestasi digunakan untuk menghambat pembangunan infrastruktur dan ikn deforestasi untuk pembangunan tetap diperlukan yang penting terukur dan lagi saya kurang respek dengan orang yang berasal dari negeri penyumbang emosi carbon terbesar soksok an mengkritik deforestasi untuk pembangunan di indonesia,2
iya begitulah manusia semua berlomba untuk mendapatkan puncak di piramid,0
penak jamanku to xd,1
